site_no,RBI,RBIrank,STANAME,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,FLOWYRS_1990_2009,wy00_09
5533000,0.439784488,751,"FLAG CREEK NEAR WILLOW SPRINGS, IL",42.7,7,41.738921,-87.896447,IL,Non-ref,CntlPlains,96.53,96.83,9.87,10,15.12,0.04,15.2,4.1,0.22,4.3,703.5,17,0.17,20,10
5533400,0.795077153,995,"SAWMILL CREEK NEAR LEMONT, IL",33.5,7,41.707809,-87.963115,IL,Non-ref,CntlPlains,96.57,96.64,9.74,9.8,15.21,0.067,15.3,3.79,0.109,3.9,699.2,17,0.173,20,10
5534500,0.515809702,823,"NORTH BRANCH CHICAGO RIVER AT DEERFIELD, IL",51.7,7,42.152804,-87.818677,IL,Non-ref,CntlPlains,90.59,94.86,8.57,8.9,14.04,0.147,14.3,4.15,0.185,4.5,648.9,19,0.175,20,10
5535000,0.536873689,835,"SKOKIE RIVER AT LAKE FOREST, IL",30.1,7,42.232524,-87.844791,IL,Non-ref,CntlPlains,88.98,91.06,8.43,8.6,13.91,0.06,14.1,4.06,0.083,4.2,643,19,0.179,20,10
5535070,0.608166337,893,"SKOKIE RIVER NEAR HIGHLAND PARK, IL",51.7,7,42.15947,-87.797843,IL,Non-ref,CntlPlains,90.76,94.91,8.57,8.9,14.03,0.154,14.3,4.18,0.169,4.5,647.6,19,0.177,20,10
5535500,0.528140305,831,WF OF NB CHICAGO RIVER AT NORTHBROOK IL,30,7,42.13836,-87.834511,IL,Non-ref,CntlPlains,92.94,94.7,8.84,9,14.24,0.067,14.4,4.37,0.112,4.5,659.8,19,0.172,20,10
5536000,0.371614309,650,"NORTH BRANCH CHICAGO RIVER AT NILES, IL",254.7,7,42.012253,-87.795618,IL,Non-ref,CntlPlains,92.78,93.89,8.95,9.5,14.24,0.218,14.8,4.38,0.228,4.8,663.8,18.6,0.171,20,10
5536340,0.574260584,867,"MIDLOTHIAN CREEK AT OAK FOREST, IL",33,7,41.6142,-87.729494,IL,Non-ref,CntlPlains,97.14,97.07,9.72,10,15.1,0.039,15.2,4.29,0.234,4.8,698.8,17,0.164,20,10
5536500,0.797741304,996,"TINLEY CREEK NEAR PALOS PARK, IL",29.1,7,41.6467,-87.76644,IL,Non-ref,CntlPlains,97.03,97.04,9.87,10.1,15.1,0.04,15.2,4.33,0.218,4.9,703.6,17,0.163,20,10
5540060,0.36700463,643,"KRESS CREEK AT WEST CHICAGO, IL",48.6,7,41.856389,-88.203889,IL,Non-ref,CntlPlains,94.56,95.08,9.31,9.4,15.03,0.05,15.2,3.44,0.049,3.6,684.4,18,0.189,20,10
5540091,0.326917911,567,"SPRING BK AT FOREST PRESERVE NR WARRENVILLE, IL",20.5,7,41.83528,-88.18278,IL,Non-ref,CntlPlains,95.99,95.5,9.6,9.5,15.24,0.03,15.3,3.61,0.022,3.7,694.6,18,0.182,18,10
5540160,0.314615025,531,"EAST BRANCH DU PAGE RIVER NEAR DOWNERS GROVE, IL",70.6,7,41.831667,-88.047778,IL,Non-ref,CntlPlains,95.31,96.39,9.61,9.7,15.19,0.116,15.4,3.6,0.107,3.8,694.6,18,0.182,20,10
5540195,0.874604749,1027,"ST. JOSEPH CREEK AT ROUTE 34 AT LISLE, IL",29.1,7,41.801944,-88.068889,IL,Non-ref,CntlPlains,96.54,96.5,9.7,9.7,15.26,0.068,15.4,3.68,0.043,3.8,698.1,17,0.177,20,10
5540250,0.307131145,506,"EAST BRANCH DU PAGE RIVER AT BOLINGBROOK, IL",194.9,7,41.718056,-88.070556,IL,Non-ref,CntlPlains,96.04,96.12,9.66,9.7,15.25,0.103,15.4,3.67,0.102,4,696.7,17.6,0.18,20,10
5540275,0.418924684,731,"SPRING BROOK AT 87TH STREET NEAR NAPERVILLE, IL",24.7,7,41.725833,-88.163611,IL,Non-ref,CntlPlains,95.65,95.73,9.52,9.6,15.28,0.055,15.3,3.75,0.051,3.9,691.4,17.9,0.181,20,10
5550300,0.329814881,575,"TYLER CREEK AT ELGIN, IL",101.1,7,42.058333,-88.303889,IL,Non-ref,CntlPlains,93.41,93.77,8.62,8.9,14.36,0.089,14.6,3.01,0.092,3.2,659.4,19,0.205,11,10
5551330,0.368471171,646,"MILL CREEK NEAR BATAVIA, IL",72.5,7,41.845833,-88.349167,IL,Non-ref,CntlPlains,94.19,94.91,9,9.1,14.83,0.172,15.1,3.36,0.137,3.5,674.2,18.5,0.194,11,10
5551675,0.248308822,378,"BLACKBERRY CREEK NEAR MONTGOMERY, IL",147.5,7,41.740833,-88.383333,IL,Non-ref,CntlPlains,94.62,94.99,9.07,9.2,15,0.157,15.3,3.52,0.131,3.7,677.7,17.9,0.189,11,10
5551700,0.237928469,357,"BLACKBERRY CREEK NEAR YORKVILLE, IL",182.2,7,41.671696,-88.441462,IL,Non-ref,CntlPlains,94.63,94.35,9.11,9.3,15.05,0.178,15.3,3.56,0.149,3.8,679.2,17.8,0.188,20,10
5556500,0.344675661,613,"BIG BUREAU CREEK AT PRINCETON, IL",505.1,7,41.36587,-89.498427,IL,Ref,CntlPlains,94.89,97,9.06,9.8,15.31,0.235,15.9,3.68,0.353,4.4,681.7,17.3,0.204,20,10
5584500,0.376458823,664,"LA MOINE RIVER AT COLMAR, IL",1695.7,7,40.330322,-90.896245,IL,Ref,CntlPlains,96.06,95.85,10.44,10.8,16.75,0.253,17.2,5.23,0.243,5.8,731.7,14,0.199,20,10
5585000,0.281724322,451,"LA MOINE RIVER AT RIPLEY, IL",3354.6,7,40.02477,-90.631795,IL,Ref,CntlPlains,95.93,96.64,10.61,11.1,16.91,0.29,17.7,5.4,0.285,5.9,737.2,13.8,0.192,20,10
5591550,0.572660687,865,"WHITLEY CREEK NEAR ALLENVILLE, IL",96.2,7,39.5067,-88.527555,IL,Ref,CntlPlains,100.69,99.89,11.57,11.8,17.56,0.06,17.7,6.02,0.015,6,759.4,14.2,0.112,20,10
5592050,0.662045719,927,"ROBINSON CREEK NEAR SHELBYVILLE, IL",254.1,7,39.405873,-88.896463,IL,Ref,CntlPlains,100.61,101.44,11.8,11.8,17.72,0.078,17.9,5.98,0.065,6,767.5,14,0.113,20,10
5592575,1.079273956,1088,"HICKORY CREEK NEAR BROWNSTOWN, IL",115.3,7,38.93699,-88.952838,IL,Ref,SEPlains,102.24,101.14,12.06,12.1,18.03,0.051,18.1,6.22,0.047,6.4,774.1,13.8,0.096,20,10
5593575,0.955047962,1056,"LITTLE CROOKED CREEK NEAR NEW MINDEN, IL",217.7,7,38.441716,-89.416751,IL,Ref,SEPlains,103.44,104.25,12.93,12.9,18.84,0.057,18.8,7.14,0.064,7.2,805.4,11,0.074,20,10
5593900,0.970320261,1064,"EAST FORK SHOAL CREEK NEAR COFFEEN, IL",145.4,7,39.148935,-89.352305,IL,Ref,SEPlains,99.83,100.74,12.08,12.2,17.86,0.145,18.1,6.01,0.083,6.2,776.6,13.8,0.104,20,10
5595730,0.921555267,1044,"RAYSE CREEK NEAR WALTONVILLE, IL",236.8,7,38.253939,-89.039793,IL,Ref,SEPlains,108.14,109.63,12.72,12.7,19.04,0.151,19.4,7.02,0.132,7.3,796.1,11.8,0.063,20,10
6037500,0.033814509,8,Madison River near West Yellowstone MT,1126.2,10U,44.656872,-111.068274,MT,Ref,WestMnts,94.84,61.52,0.29,1.6,7.8,0.947,10.5,-6.43,0.528,-6,375.9,65.8,0.212,20,10
6043500,0.072358208,61,Gallatin River near Gallatin Gateway MT,2120.4,10U,45.497429,-111.270511,MT,Ref,WestMnts,87.55,52.89,2.09,5.9,7.6,2.166,12.6,-4.84,0.993,-2.1,418.1,57.9,0.109,20,10
6073500,0.103747795,123,Dearborn River near Craig MT,834.6,10U,47.199112,-112.096394,MT,Ref,WestMnts,59.29,36.3,5.38,7.6,10.6,2.117,13.9,-2.34,1.194,0.2,512.7,34.4,0.097,16,10
6154410,0.118311486,157,Little Peoples Creek near Hays MT,33.4,10U,47.966104,-108.66071,MT,Ref,WestMnts,50.4,46.23,5.84,6.1,11.06,0.63,12.3,0.37,0.864,-1.1,549.7,21.9,0.367,20,10
6187915,0.110428764,143,Soda Butte Cr at Park Bndry at Silver Gate,73.1,10U,45.002995,-110.001851,MT,Ref,WestMnts,97.96,66.44,0.15,0.6,6.08,1.359,8.3,-6.75,0.781,-6.4,371.1,65.3,0.125,11,10
6188000,0.124275825,165,"LAMAR RIVER NR TOWER FALLS RANGER STATION, YNP",1730.3,10U,44.927716,-110.39381,WY,Ref,WestMnts,75.24,39.99,0.77,1.8,7.21,1.733,11.4,-6.01,0.696,-6.7,387.4,59.9,0.081,20,10
6191000,0.062746362,46,Gardner River near Mammoth YNP,513.9,10U,44.992436,-110.691321,MT,Ref,WestMnts,82.64,34.95,1.69,5.2,7.27,1.532,12.6,-5.53,0.743,-2.9,409.6,59.3,0.12,20,10
6191500,0.064933944,49,Yellowstone River at Corwin Springs MT,6783.6,10U,45.11188,-110.794381,MT,Ref,WestMnts,80.61,30.35,0.71,5.5,7.26,1.815,14.1,-6.26,1.032,-1.7,382.5,61.7,0.127,20,10
6221400,0.09939068,116,"DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WYO.",227.9,10U,43.345511,-109.410143,WY,Ref,WestMnts,75.71,30.64,-1.7,4.5,5.74,2.416,12.2,-7.3,1.802,-3.9,307.3,64.1,0.127,20,10
6224000,0.096680105,109,"BULL LAKE CREEK ABOVE BULL LAKE, WY",484.9,10U,43.176901,-109.202911,WY,Ref,WestMnts,76.45,26.63,-0.91,5.5,6.06,2.258,14.2,-6.63,1.677,-2.3,321.3,62.1,0.141,20,10
6278300,0.209892004,304,"SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY",58.9,10U,44.50802,-107.403689,WY,Ref,WestMnts,81.41,74.76,-1.24,-0.4,4.34,0.704,6,-7.5,0.644,-6.3,325.3,66.6,0.114,20,10
6280300,0.107698789,130,"SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY",794,10U,44.208282,-109.554888,WY,Ref,WestMnts,82.83,40.53,0.01,4.8,5.45,2.754,12.7,-6.21,1.743,-2.5,348.8,60.3,0.094,20,10
6289000,0.065231323,50,Little Bighorn River at State Line nr Wyola MT,471.3,10U,45.00691,-107.615095,MT,Ref,WestMnts,67.48,48.04,1.79,6,8.17,1.947,14.6,-3.53,1.515,-2.2,398.6,52.7,0.135,20,10
6291500,0.092343107,94,Lodge Grass Cr ab Willow C Div nr Wyola MT,218,10U,45.126445,-107.600545,MT,Ref,WestPlains,58.6,46.49,4.95,7.1,11.11,2.807,15,-1.75,1.528,-1.6,494.9,35.9,0.174,20,10
6309200,0.140709606,198,"MIDDLE FORK POWDER RIVER NEAR BARNUM, WY",117.5,10U,43.57774,-107.1384,WY,Ref,WestXeric,63.23,55.48,3.23,3.8,8.05,0.586,9.8,-2.83,0.505,-1.5,432.7,44.4,0.162,20,10
6311000,0.167188374,232,"NORTH FORK POWDER RIVER NEAR HAZELTON, WY",61.2,10U,44.027742,-107.080895,WY,Ref,WestMnts,64.65,59.67,1.3,2.1,6.48,0.66,7.5,-5.07,0.815,-3.9,381.5,51.1,0.166,20,10
6332515,0.577695031,872,"BEAR DEN CREEK NR MANDAREE, ND",191.5,10U,47.787237,-102.768526,ND,Ref,WestPlains,40.23,39.68,5.39,5.3,11.99,0.08,12,-1.78,0.136,-2,607,16.3,0.427,20,10
6339100,0.538463275,837,"KNIFE RIVER AT MANNING, ND",529.1,10U,47.236126,-102.769907,ND,Ref,WestPlains,40.33,41.5,5.78,6.1,12.14,0.102,12.2,-1.39,0.152,-1.7,609.3,16.1,0.419,20,10
6339500,0.324434122,556,"KNIFE RIVER NR GOLDEN VALLEY, ND",3171.5,10U,47.154453,-102.059892,ND,Ref,WestPlains,42.18,42.44,5.7,5.5,12.23,0.102,12.3,-1.55,0.188,-1.9,610,16.1,0.418,20,10
6344600,0.529172403,832,"GREEN RIVER NR NEW HRADEC, ND",402.5,10U,47.027792,-103.053236,ND,Ref,WestPlains,40.14,41.74,5.5,5.5,12.21,0.218,12.5,-1.27,0.089,-1.5,595.2,16.9,0.421,20,10
6350000,0.292324695,475,"CANNONBALL RIVER AT REGENT, ND",1501,10U,46.426671,-102.55183,ND,Ref,WestPlains,41.08,41.69,5.77,5.5,12.85,0.072,12.8,-1.2,0.166,-1.5,598.4,16.1,0.424,20,10
6352000,0.257517619,401,"CEDAR CREEK NR HAYNES, ND",1441.8,10U,46.15417,-102.474047,ND,Ref,WestPlains,41,41.67,5.84,5.8,12.98,0.059,13.1,-1.09,0.128,-1.2,599,14.9,0.418,20,10
6353000,0.362831868,637,"CEDAR CREEK NR RALEIGH, ND",4526.5,10U,46.09167,-101.333742,ND,Ref,WestPlains,41.98,41.86,5.98,6.4,13.07,0.102,13.3,-1.01,0.152,-1,609.4,15.3,0.418,20,10
6354000,0.318626798,539,"CANNONBALL RIVER AT BREIEN, ND",10598.2,10U,46.376111,-100.934444,ND,Ref,WestPlains,42.19,41.8,5.81,6,12.94,0.198,13.5,-1.14,0.194,-1.4,606.7,15.7,0.419,20,10
6360500,0.403153611,705,MOREAU R NEAR WHITEHORSE SD,12655,10U,45.255817,-100.842921,SD,Ref,WestPlains,42.41,45.21,6.81,7.2,14.19,0.262,14.1,-0.37,0.411,0.2,633.8,15.3,0.413,20,10
6392900,0.099271089,115,"BEAVER CREEK AT MALLO CAMP, NEAR FOUR CORNERS, WY",26.4,10U,44.084981,-104.060489,WY,Ref,WestMnts,67.63,63.53,2.46,3.2,10.1,0.293,11.1,-3.93,0.311,-3.3,430.4,34.5,0.21,18,10
6402430,0.153219703,215,"BEAVER CREEK NEAR PRINGLE, SD",118.3,10U,43.58137,-103.47658,SD,Ref,WestMnts,52.82,50.38,7.04,8.1,13.61,0.612,15.2,-0.78,0.871,-0.2,566.2,15.6,0.422,18,10
6404000,0.234488532,351,BATTLE CR NEAR KEYSTONE SD,151.8,10U,43.872489,-103.336578,SD,Ref,WestMnts,57.5,52.52,7.64,8.2,13.57,0.791,14.9,-0.2,0.823,0.1,594.5,13.3,0.43,20,10
6406000,0.226786565,332,BATTLE CR AT HERMOSA SD,436.3,10U,43.828046,-103.196021,SD,Ref,WestMnts,53.53,42.43,7.87,8.4,14.21,0.869,15.5,0.18,0.725,1.3,608.7,13,0.432,20,10
6408700,0.010807755,1,RHOADS FORK NEAR ROCHFORD SD,20.8,10U,44.136649,-103.858536,SD,Ref,WestMnts,64.95,63.66,2.72,3.1,10.27,0.379,11.2,-4.09,0.241,-4.6,431,34.2,0.285,20,10
6409000,0.074458824,67,CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD,205.3,10U,44.013592,-103.830478,SD,Ref,WestMnts,63.04,56.61,2.77,3.6,10.35,0.464,11.6,-4.44,0.388,-4.8,435.2,30.2,0.302,20,10
6422500,0.124144831,164,BOXELDER CR NEAR NEMO SD,243.9,10U,44.143876,-103.454911,SD,Ref,WestMnts,57.95,51.86,5.46,6,12.83,0.741,14.1,-1.91,0.604,-0.7,512.3,20.5,0.401,20,10
6424000,0.16947873,238,"ELK CR NEAR ROUBAIX,SD",56.5,10U,44.294707,-103.596859,SD,Ref,WestMnts,66.48,60.73,5.78,6.1,12.1,0.657,13.1,-1.45,0.589,-0.1,528.4,25,0.315,18,10
6430532,0.030284651,6,"CROW CREEK NEAR BEULAH, WY",105.6,10U,44.57054,-104.00577,SD,Ref,WestMnts,60.05,46.82,6.91,7.9,13.66,1.281,15,-0.19,0.755,0.4,577.8,21.9,0.286,17,10
6430850,0.019166276,2,"LITTLE SPEARFISH CREEK NEAR LEAD, SD",71.8,10U,44.34943,-103.93604,SD,Ref,WestMnts,69.24,68.87,5.07,5.9,11.19,0.478,12.9,-2.4,0.504,-2,502.3,29.5,0.286,19,10
6431500,0.046203095,17,SPEARFISH CR AT SPEARFISH SD,427.1,10U,44.482484,-103.861592,SD,Ref,WestMnts,68.34,56.94,5.2,7.4,11.64,1.108,14.8,-2.12,1.211,0.7,510.2,28.8,0.287,20,10
6440200,0.945875308,1054,"SOUTH FORK BAD R NEAR COTTONWOOD,SD",649.2,10U,43.968879,-101.76709,SD,Ref,WestPlains,45,44.34,8.86,8.3,16.52,0.154,16.3,1.32,0.278,0.7,696.9,10.7,0.409,20,10
6441500,0.603862644,888,BAD R NEAR FORT PIERRE SD,8152.5,10U,44.326649,-100.3843,SD,Ref,WestPlains,45.79,48.33,8.49,8.3,16.06,0.354,15.9,1.15,0.192,1.3,693.2,12.4,0.408,20,10
6446700,0.188705736,270,"BEAR IN THE LODGE CR NEAR WANBLEE,SD",1095.5,10U,43.53688,-101.79858,SD,Ref,WestPlains,47.65,46.48,8.65,9,16.25,0.155,16.6,1.21,0.196,1.6,672.5,11.1,0.417,15,10
6447000,0.509018371,814,WHITE R NEAR KADOKA SD,12849.7,10U,43.752495,-101.524867,SD,Ref,WestPlains,45.56,45.8,8.59,9.1,16.34,0.372,16.4,1.06,0.426,1.3,666.3,12,0.407,20,10
6447230,0.700398533,952,"BLACK PIPE CREEK NR BELVIDERE, SD",709.6,10U,43.75527,-101.22792,SD,Ref,WestPlains,48.53,46.84,8.89,9,16.23,0.247,16.7,1.56,0.144,1.2,689.5,11.4,0.418,17,10
6447500,0.104283403,125,LITTLE WHITE R NEAR MARTIN SD,826.6,10U,43.166666,-101.630149,SD,Ref,WestPlains,47.85,48.23,8.22,8.6,16,0.108,16.2,0.67,0.161,0.9,650.1,11.6,0.419,20,10
6450500,0.12993314,180,LITTLE WHITE R BELOW WHITE RIVER SD,4111.3,10U,43.601385,-100.749861,SD,Ref,WestPlains,49.48,49.21,8.46,9.2,16.06,0.216,16.8,1.15,0.388,1.4,667.5,11.8,0.416,20,10
6452000,0.282339881,453,WHITE R NEAR OACOMA SD,25791,10U,43.748327,-99.556495,SD,Ref,WestPlains,48.01,53.57,8.7,9,16.28,0.321,15.8,1.22,0.407,1.6,680.5,12,0.408,20,10
6453600,0.243381686,364,"PONCA CREEK AT VERDEL, NEBR.",2101.4,10L,42.810994,-98.175858,NE,Ref,WestPlains,62.43,61.33,9.01,9.4,16.07,0.154,16.1,1.97,0.148,2.2,704.4,12.2,0.381,20,10
6464500,0.118045613,156,KEYA PAHA R AT WEWELA SD,2914,10L,43.028893,-99.780671,SD,Ref,WestPlains,54.29,57.15,8.42,8.9,15.99,0.152,16.2,1.55,0.219,2,673.5,11.7,0.412,20,10
6468170,0.128342401,174,"JAMES RIVER NR GRACE CITY, ND",2809.1,10U,47.558053,-98.862885,ND,Ref,CntlPlains,44.87,48.41,4.4,4.1,11.08,0.143,10.8,-1.96,0.093,-2,592.2,17.5,0.429,20,10
6468250,0.117967318,154,"JAMES RIVER ABOVE ARROWWOOD LAKE NR KENSAL, ND",3242.6,10U,47.399719,-98.797606,ND,Ref,CntlPlains,45.36,48.29,4.35,4.4,11.03,0.194,11.2,-1.98,0.104,-1.9,591.1,17.5,0.428,20,10
6470800,0.164649,230,"BEAR CREEK NR OAKES, ND",1071.1,10U,46.225244,-98.071768,ND,Ref,CntlPlains,51.43,51.67,5.23,5.4,11.86,0.113,12.1,-1.27,0.064,-1.2,613.4,15.8,0.398,20,10
6477500,0.333032003,586,FIRESTEEL CR NEAR MOUNT VERNON SD,1512.4,10U,43.7764,-98.245672,SD,Ref,CntlPlains,56.68,58,8.37,8.2,15.03,0.394,15,1.59,0.203,1.4,700.1,13.1,0.375,20,10
6479215,0.222319628,325,BIG SIOUX RIVER NR FLORENCE SD,175.3,10L,45.180795,-97.18619,SD,Ref,CntlPlains,58.38,57.71,5.6,5.9,11.86,0.263,12.2,-0.43,0.222,-0.2,611.5,15.5,0.399,20,10
6479438,0.234568483,352,BIG SIOUX R NEAR WATERTOWN SD,951.9,10L,45.006075,-97.165076,SD,Ref,CntlPlains,57.79,57.37,5.89,6.3,12.14,0.288,12.4,-0.27,0.185,-0.2,621.8,15.7,0.394,20,10
6479500,0.14827967,208,BIG SIOUX R AT WATERTOWN SD,1712.6,10L,44.942464,-97.146186,SD,Ref,CntlPlains,57.69,56.95,6.03,6.4,12.25,0.269,12.4,-0.22,0.155,-0.2,626.3,15.6,0.394,10,10
6601000,0.254242653,392,"OMAHA CR AT HOMER, NEBR",450.2,10L,42.321581,-96.487683,NE,Ref,CntlPlains,72.73,69.49,9.22,9.2,15.79,0.09,15.6,2.71,0.136,2.9,712.6,12.5,0.346,20,10
6614800,0.105360951,128,"MICHIGAN RIVER NEAR CAMERON PASS, CO.",4,10L,40.496094,-105.865012,CO,Ref,WestMnts,119.54,118.78,0.13,0.1,4.55,0.72,5.7,-8.33,0.78,-6.8,339.3,67,0.182,20,10
6622700,0.130987038,182,"NORTH BRUSH CREEK NEAR SARATOGA, WY",98.7,10L,41.370245,-106.520581,WY,Ref,WestMnts,89.96,63.53,2.34,3.7,7.07,1.345,9.6,-6.01,0.586,-5.3,396.6,64.4,0.19,20,10
6623800,0.09880358,114,"ENCAMPMENT RIVER AB HOG PARK CR, NR ENCAMPMENT, WY",187.7,10L,41.023579,-106.824766,WY,Ref,WestMnts,114.22,80.59,1.82,4.1,7.23,1.577,10.1,-6.17,0.349,-3.8,392.9,71.1,0.276,20,10
6632400,0.13299485,187,"ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY",163,10L,41.585245,-106.222791,WY,Ref,WestMnts,88.86,48.61,1.95,4.6,5.98,1.502,10.6,-6.32,0.648,-4.4,388.6,64.5,0.198,20,10
6746095,0.088425867,85,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO.",8.9,10L,40.539982,-105.88279,CO,Ref,WestMnts,114.7,108.28,0.24,0.2,5.1,0.706,6.2,-7.39,0.826,-6.2,341.1,67,0.165,20,10
6772775,0.870788633,1023,"Warm Slough near Central City, Nebr.",102.8,10L,41.090833,-98.077778,NE,Non-ref,WestPlains,67.24,69.17,10.05,10.5,17.15,0.021,17.2,3.77,0.031,3.9,729.3,10.1,0.358,13,10
6775500,0.030047454,5,"MIDDLE LOUP RIVER AT DUNNING, NEBR.",5459.8,10L,41.831244,-100.100778,NE,Ref,WestPlains,50.97,58.38,8.53,8.6,16.33,0.31,16.7,0.82,0.282,1.2,649.2,11.5,0.427,20,10
6784000,0.136391283,189,"SOUTH LOUP R AT ST. MICHAEL, NEBR.",6019.7,10L,41.032444,-98.740533,NE,Ref,WestPlains,59.99,66.4,9.1,9.6,17,0.17,17.3,1.92,0.465,3.2,679.8,10.4,0.405,20,10
6803510,0.56945322,861,"LITTLE SALT CREEK NEAR LINCOLN, NEBR.",113.3,10L,40.893114,-96.681553,NE,Ref,CntlPlains,75.02,74.95,10.4,10.5,16.89,0.064,17,4.17,0.081,4.4,750.6,10,0.347,20,10
6803530,0.480839151,793,"ROCK CREEK NEAR CERESCO, NEBR.",309.7,10L,41.015697,-96.544283,NE,Ref,CntlPlains,75.7,76.01,10.22,10.2,16.76,0.04,16.8,4.04,0.072,4.1,742.2,10.7,0.347,20,10
6814000,0.84904817,1015,"TURKEY C NR SENECA, KS",713.8,10L,39.947777,-96.108615,KS,Ref,CntlPlains,83.89,85.91,11.78,11.8,17.8,0.294,18.2,4.88,0.127,5.1,794.2,8.9,0.322,20,10
6846500,1.404810007,1135,"BEAVER C AT CEDAR BLUFFS, KS",4357.8,10L,39.985006,-100.560148,KS,Ref,WestPlains,49.78,54.97,10.33,10.7,18.87,0.127,19,2.68,0.23,3,703.6,8.4,0.434,20,10
6847900,0.344213604,609,"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",1536.2,10L,39.769849,-100.100779,KS,Ref,WestPlains,54.43,57.46,10.96,10.9,19.01,0.16,18.7,3.14,0.171,3.4,740.8,8,0.421,20,10
6853800,0.515101042,821,"WHITE ROCK C NR BURR OAK, KS",589.4,10L,39.899249,-98.250425,KS,Ref,WestPlains,68.43,70.55,10.69,10.7,18.42,0.18,18.3,3.96,0.194,4.4,746.9,9.2,0.335,20,10
6876700,0.343485062,607,"SALT C NR ADA, KS",1056.4,10L,39.139069,-97.83696,KS,Ref,WestPlains,72.48,76.76,12.35,12.8,19.28,0.165,19.7,5.31,0.258,5.9,816.9,7.9,0.342,20,10
6878000,0.566872198,859,"CHAPMAN C NR CHAPMAN, KS",776.4,10L,39.031109,-97.040292,KS,Ref,WestPlains,80.99,83.88,12.5,12.7,19.19,0.149,19.4,5.83,0.203,6.2,820.4,7.2,0.332,20,10
6879650,0.546393621,843,"KINGS C NR MANHATTAN, KS",11.5,10L,39.101948,-96.595214,KS,Ref,WestPlains,87.95,87.59,12.44,12.5,18.87,0.179,19.2,5.89,0.096,6.1,811.9,7,0.317,20,10
6885500,0.757433721,972,"BLACK VERMILLION R NR FRANKFORT, KS",1062.9,10L,39.681924,-96.442894,KS,Ref,CntlPlains,86.53,86.31,11.7,11.7,18.11,0.221,18.6,5.1,0.162,5.5,785.9,8.1,0.327,20,10
6888500,0.605255051,889,"MILL C NR PAXICO, KS",842.3,10L,39.062655,-96.150252,KS,Ref,WestPlains,90.66,90.24,11.94,12.3,18.79,0.221,19.2,6.01,0.132,6.2,785.1,7.8,0.305,20,10
6889200,0.856535079,1018,"SOLDIER C NR DELIA, KS",385.7,10L,39.23833,-95.888599,KS,Ref,CntlPlains,91.62,92.69,12.09,12.3,18.45,0.197,18.8,5.69,0.263,6.2,796.1,8,0.309,20,10
6889500,0.826884097,1006,"SOLDIER C NR TOPEKA, KS",748.6,10L,39.09938,-95.724952,KS,Ref,CntlPlains,92.58,92.7,12.19,12.3,18.54,0.182,18.7,5.88,0.293,6.4,798.8,8,0.301,20,10
6892000,0.64831964,919,"STRANGER C NR TONGANOXIE, KS",1092.7,10L,39.116327,-95.010881,KS,Ref,CntlPlains,96.61,98.2,12.29,12.6,18.37,0.108,18.6,6.23,0.203,6.6,801.7,8,0.28,20,10
6893557,1.319700935,1129,"Brush Creek at Ward Parkway in Kansas City, MO",33.9,10L,39.033083,-94.605389,MO,Non-ref,CntlPlains,99.9,99.06,12.79,13,18.44,0.02,18.5,6.63,0.059,6.8,817.9,8,0.25,11,10
6903400,0.622859158,901,"Chariton River near Chariton, IA",481.4,10L,40.95189,-93.259848,IA,Ref,CntlPlains,92.91,93,9.6,9.6,16.12,0.066,16.3,4.11,0.026,4.2,706.8,12,0.303,20,10
6906800,0.82885248,1007,"Lamine River near Otterville, MO",1414.8,10L,38.70225,-92.978833,MO,Ref,EastHghlnds,105.87,101.58,12.28,12.3,19.28,0.19,19,6.49,0.155,6.6,781.6,9.2,0.16,20,10
6910800,0.870617592,1022,"MARAIS DES CYGNES R NR READING, KS",444.6,10L,38.567005,-95.961632,KS,Ref,CntlPlains,91.8,94.2,12.05,12.7,18.91,0.124,19.1,6.26,0.088,6.5,785.4,7.5,0.284,20,10
6911490,1.00621402,1071,"SALT C AT LYNDON, KS",248.1,10L,38.6014,-95.68471,KS,Ref,CntlPlains,95.17,94.83,12.76,12.6,18.99,0.143,18.7,6.4,0.039,6.5,813.5,7,0.269,10,10
6911900,0.929738506,1047,"DRAGOON C NR BURLINGAME, KS",293.1,10L,38.71069,-95.836029,KS,Ref,CntlPlains,92.47,95.29,12.08,12.7,18.94,0.134,19.1,6.3,0.085,6.5,788,7.6,0.273,20,10
